age,metier,etat_civil,niveau_education,defaut_credit,solde_annuel_moyen,pret_immobilier,pret_personel,type_contact,jour,mois,duree_appel,nb_appels_campagne,jours_depuis_dernier,appels_precedents,resultat_prec,cible
45,administratif,marié,secondaire,non,3307,non,non,mobile,30,juillet,129,2,-1,0,inconnu,no
44,cadre,marié,secondaire,non,4425,non,non,mobile,30,juillet,477,2,-1,0,inconnu,no
45,administratif,divorcé,secondaire,non,1201,non,non,mobile,30,juillet,652,2,-1,0,inconnu,no
51,domestique,marié,supérieur,non,390,oui,non,mobile,30,juillet,102,3,-1,0,inconnu,no
36,technicien,marié,secondaire,non,318,non,non,mobile,30,juillet,295,2,-1,0,inconnu,no
36,sans emploi,célibataire,inconnu,non,4481,non,non,téléphone,30,juillet,99,2,-1,0,inconnu,no
39,ouvrier,marié,inconnu,non,1181,oui,non,mobile,30,juillet,650,2,-1,0,inconnu,yes
51,service,divorcé,secondaire,non,0,non,non,téléphone,30,juillet,273,4,-1,0,inconnu,no
52,ouvrier,marié,secondaire,non,698,non,non,téléphone,30,juillet,38,2,-1,0,inconnu,no
35,indépendant,divorcé,secondaire,non,3443,non,non,mobile,30,juillet,409,4,-1,0,inconnu,no
48,technicien,marié,secondaire,non,862,non,non,mobile,30,juillet,160,2,-1,0,inconnu,no
43,ouvrier,marié,primaire,non,548,non,non,mobile,30,juillet,100,9,-1,0,inconnu,no
39,technicien,marié,secondaire,non,-1451,oui,oui,mobile,30,juillet,65,5,-1,0,inconnu,no
54,ouvrier,marié,secondaire,non,898,non,non,téléphone,30,juillet,641,2,-1,0,inconnu,no
38,sans emploi,célibataire,secondaire,non,7159,non,non,téléphone,30,juillet,285,2,-1,0,inconnu,no
47,ouvrier,marié,primaire,non,320,non,non,téléphone,30,juillet,203,2,-1,0,inconnu,no
48,inconnu,marié,inconnu,non,286,non,non,mobile,30,juillet,166,2,-1,0,inconnu,no
52,administratif,marié,secondaire,non,686,non,non,mobile,30,juillet,544,2,-1,0,inconnu,no
42,service,célibataire,inconnu,non,974,non,non,mobile,30,juillet,73,2,-1,0,inconnu,no
54,entrepreneur,marié,supérieur,non,0,non,non,mobile,30,juillet,250,5,-1,0,inconnu,no
58,cadre,divorcé,secondaire,non,3161,non,non,téléphone,30,juillet,542,2,-1,0,inconnu,yes
47,indépendant,marié,supérieur,non,192,non,non,téléphone,30,juillet,120,6,-1,0,inconnu,no
53,cadre,divorcé,supérieur,non,93,non,non,mobile,30,juillet,219,2,-1,0,inconnu,no
49,technicien,marié,secondaire,non,1091,non,non,téléphone,30,juillet,47,2,-1,0,inconnu,no
29,technicien,marié,secondaire,non,3615,oui,non,mobile,30,juillet,93,3,-1,0,inconnu,no
43,technicien,célibataire,secondaire,non,54,oui,non,mobile,30,juillet,62,2,-1,0,inconnu,no
52,domestique,marié,supérieur,non,43,non,non,mobile,30,juillet,32,2,-1,0,inconnu,no
42,ouvrier,marié,secondaire,non,-269,oui,non,téléphone,30,juillet,100,6,-1,0,inconnu,no
57,retraité,marié,supérieur,non,11254,non,non,mobile,30,juillet,229,2,-1,0,inconnu,no
45,ouvrier,marié,secondaire,non,0,non,non,mobile,30,juillet,25,2,-1,0,inconnu,no
37,administratif,divorcé,supérieur,non,43,oui,non,mobile,30,juillet,65,2,-1,0,inconnu,no
37,domestique,marié,inconnu,non,0,non,non,téléphone,30,juillet,195,4,-1,0,inconnu,no
50,technicien,divorcé,secondaire,non,1303,non,non,téléphone,30,juillet,274,2,-1,0,inconnu,no
44,technicien,célibataire,secondaire,non,3438,oui,non,téléphone,30,juillet,68,2,-1,0,inconnu,no
53,ouvrier,divorcé,primaire,non,235,non,non,mobile,30,juillet,241,2,-1,0,inconnu,no
48,sans emploi,célibataire,primaire,non,63,non,non,mobile,30,juillet,29,4,-1,0,inconnu,no
55,cadre,marié,primaire,non,3293,non,non,téléphone,30,juillet,64,2,-1,0,inconnu,no
56,ouvrier,marié,inconnu,non,260,oui,non,téléphone,30,juillet,250,2,-1,0,inconnu,no
50,administratif,célibataire,primaire,non,1367,non,non,téléphone,30,juillet,270,2,-1,0,inconnu,no
41,cadre,marié,supérieur,non,1715,non,oui,mobile,30,juillet,695,2,-1,0,inconnu,no
56,domestique,célibataire,secondaire,non,68,non,oui,mobile,30,juillet,85,3,-1,0,inconnu,no
53,entrepreneur,célibataire,inconnu,non,717,non,non,mobile,30,juillet,594,2,-1,0,inconnu,no
48,sans emploi,marié,primaire,non,608,non,non,mobile,30,juillet,362,2,-1,0,inconnu,no
38,technicien,célibataire,supérieur,non,2350,non,non,mobile,30,juillet,101,2,-1,0,inconnu,no
41,cadre,marié,supérieur,non,636,oui,non,téléphone,30,juillet,80,2,-1,0,inconnu,no
43,service,marié,secondaire,non,-1,non,non,mobile,30,juillet,605,2,-1,0,inconnu,no
60,ouvrier,marié,secondaire,non,241,oui,non,téléphone,30,juillet,42,3,-1,0,inconnu,no
26,ouvrier,marié,secondaire,non,0,oui,oui,téléphone,30,juillet,51,20,-1,0,inconnu,no
31,indépendant,marié,supérieur,non,0,oui,non,mobile,30,juillet,1037,24,-1,0,inconnu,no
32,administratif,marié,secondaire,non,0,oui,non,mobile,30,juillet,71,5,-1,0,inconnu,no
42,technicien,marié,secondaire,non,0,non,non,mobile,30,juillet,351,2,-1,0,inconnu,no
45,technicien,divorcé,secondaire,non,245,oui,non,mobile,30,juillet,76,3,-1,0,inconnu,no
50,ouvrier,marié,secondaire,non,917,oui,non,mobile,30,juillet,58,2,-1,0,inconnu,no
45,sans emploi,marié,supérieur,non,579,oui,non,mobile,30,juillet,141,2,-1,0,inconnu,no
55,service,divorcé,secondaire,non,1817,non,non,mobile,30,juillet,404,4,-1,0,inconnu,no
54,retraité,célibataire,secondaire,non,10621,non,non,mobile,30,juillet,187,2,-1,0,inconnu,no
37,administratif,divorcé,secondaire,non,241,oui,oui,mobile,30,juillet,55,25,-1,0,inconnu,no
30,domestique,marié,primaire,non,462,non,oui,mobile,30,juillet,274,3,-1,0,inconnu,no
51,ouvrier,marié,secondaire,non,0,non,non,téléphone,30,juillet,145,4,-1,0,inconnu,no
49,technicien,marié,primaire,non,1415,oui,non,mobile,30,juillet,269,2,-1,0,inconnu,no
45,entrepreneur,marié,secondaire,non,-479,oui,non,mobile,30,juillet,167,2,-1,0,inconnu,no
51,retraité,divorcé,primaire,non,1193,oui,non,mobile,30,juillet,85,2,-1,0,inconnu,no
43,ouvrier,célibataire,secondaire,non,99,non,non,mobile,30,juillet,226,2,-1,0,inconnu,no
44,cadre,marié,secondaire,non,488,non,oui,mobile,30,juillet,292,11,-1,0,inconnu,no
47,ouvrier,divorcé,secondaire,oui,-535,oui,non,mobile,30,juillet,71,2,-1,0,inconnu,no
53,technicien,marié,secondaire,non,-440,non,non,mobile,30,juillet,14,33,-1,0,inconnu,no
27,indépendant,célibataire,secondaire,non,152,non,non,mobile,30,juillet,80,3,-1,0,inconnu,no
51,technicien,divorcé,secondaire,non,43,non,non,mobile,30,juillet,220,2,-1,0,inconnu,no
55,service,marié,secondaire,non,96,non,non,téléphone,30,juillet,340,2,-1,0,inconnu,no
45,ouvrier,célibataire,inconnu,non,713,non,non,mobile,30,juillet,148,2,-1,0,inconnu,no
51,ouvrier,divorcé,primaire,non,837,non,non,téléphone,30,juillet,41,2,-1,0,inconnu,no
36,cadre,marié,supérieur,non,6641,non,non,mobile,30,juillet,105,4,-1,0,inconnu,no
39,ouvrier,marié,primaire,non,1014,non,non,mobile,30,juillet,261,4,-1,0,inconnu,no
54,cadre,célibataire,secondaire,non,602,non,non,mobile,30,juillet,101,2,-1,0,inconnu,no
45,ouvrier,marié,secondaire,non,3,non,oui,téléphone,30,juillet,154,2,-1,0,inconnu,no
44,ouvrier,marié,primaire,non,0,oui,non,mobile,30,juillet,83,2,-1,0,inconnu,no
46,technicien,marié,secondaire,non,0,non,non,mobile,30,juillet,77,2,-1,0,inconnu,no
38,service,marié,secondaire,non,105,non,non,mobile,30,juillet,244,2,-1,0,inconnu,no
30,service,divorcé,secondaire,non,0,oui,oui,mobile,30,juillet,102,3,-1,0,inconnu,no
46,cadre,marié,secondaire,oui,-333,non,oui,mobile,30,juillet,597,2,-1,0,inconnu,no
52,cadre,marié,supérieur,non,0,oui,non,mobile,30,juillet,161,6,-1,0,inconnu,no
41,cadre,célibataire,supérieur,non,1373,non,non,mobile,30,juillet,81,2,-1,0,inconnu,no
45,technicien,marié,primaire,non,6535,non,non,mobile,30,juillet,639,2,-1,0,inconnu,no
44,service,marié,secondaire,non,2439,oui,non,mobile,30,juillet,133,2,-1,0,inconnu,no
36,entrepreneur,célibataire,secondaire,non,296,non,non,mobile,30,juillet,122,2,-1,0,inconnu,no
35,service,marié,secondaire,non,5,non,non,mobile,30,juillet,153,2,-1,0,inconnu,no
38,ouvrier,marié,secondaire,non,1149,non,non,mobile,30,juillet,41,2,-1,0,inconnu,no
56,retraité,marié,secondaire,non,485,non,non,mobile,30,juillet,70,2,-1,0,inconnu,no
32,sans emploi,marié,supérieur,non,7,oui,non,mobile,30,juillet,29,3,-1,0,inconnu,no
58,cadre,marié,secondaire,non,2739,oui,non,mobile,30,juillet,86,6,-1,0,inconnu,no
54,administratif,marié,primaire,non,0,non,non,mobile,30,juillet,255,2,-1,0,inconnu,no
39,service,marié,secondaire,non,861,oui,non,mobile,30,juillet,218,4,-1,0,inconnu,no
56,sans emploi,marié,secondaire,non,1340,non,oui,téléphone,30,juillet,197,6,-1,0,inconnu,no
56,cadre,marié,supérieur,non,247,non,non,mobile,30,juillet,44,2,-1,0,inconnu,no
60,retraité,marié,secondaire,non,5632,oui,non,mobile,30,juillet,380,7,-1,0,inconnu,no
44,sans emploi,célibataire,primaire,oui,-4,non,oui,mobile,30,juillet,788,2,-1,0,inconnu,yes
36,sans emploi,divorcé,secondaire,non,2178,oui,non,mobile,30,juillet,74,2,-1,0,inconnu,no
54,technicien,marié,secondaire,non,273,oui,non,mobile,30,juillet,55,3,-1,0,inconnu,no
39,ouvrier,marié,secondaire,non,0,oui,non,mobile,30,juillet,61,3,-1,0,inconnu,no
49,entrepreneur,divorcé,inconnu,oui,-701,oui,non,mobile,30,juillet,988,2,-1,0,inconnu,yes
54,administratif,divorcé,secondaire,non,1383,oui,oui,mobile,30,juillet,622,4,-1,0,inconnu,no
47,cadre,divorcé,supérieur,non,8226,oui,non,mobile,30,juillet,137,2,-1,0,inconnu,no
55,sans emploi,marié,secondaire,non,4372,oui,non,mobile,30,juillet,122,2,-1,0,inconnu,no
45,administratif,divorcé,inconnu,non,998,oui,non,téléphone,30,juillet,38,2,-1,0,inconnu,no
42,ouvrier,célibataire,primaire,non,92,non,non,mobile,30,juillet,86,2,-1,0,inconnu,no
44,domestique,divorcé,primaire,non,629,non,non,mobile,30,juillet,432,4,-1,0,inconnu,no
46,administratif,divorcé,secondaire,non,1203,non,non,mobile,30,juillet,227,8,-1,0,inconnu,no
39,administratif,marié,secondaire,non,-139,non,non,mobile,30,juillet,120,2,-1,0,inconnu,no
40,cadre,divorcé,supérieur,non,69,oui,non,mobile,30,juillet,149,2,-1,0,inconnu,no
55,cadre,marié,supérieur,non,-375,non,non,mobile,30,juillet,814,2,-1,0,inconnu,yes
50,ouvrier,marié,secondaire,non,0,non,non,mobile,30,juillet,144,9,-1,0,inconnu,no
31,technicien,marié,secondaire,non,0,oui,non,mobile,30,juillet,126,3,-1,0,inconnu,no
45,cadre,marié,primaire,non,321,oui,non,mobile,30,juillet,918,4,-1,0,inconnu,no
57,ouvrier,marié,primaire,oui,195,non,oui,téléphone,30,juillet,185,4,-1,0,inconnu,no
52,sans emploi,marié,primaire,non,959,non,non,téléphone,30,juillet,694,2,-1,0,inconnu,yes
44,cadre,divorcé,supérieur,non,6486,non,non,mobile,30,juillet,272,4,-1,0,inconnu,no
56,indépendant,marié,secondaire,non,784,non,oui,mobile,30,juillet,149,2,-1,0,inconnu,no
37,service,marié,secondaire,non,4151,oui,oui,mobile,30,juillet,543,4,-1,0,inconnu,yes
44,service,marié,secondaire,non,1335,oui,non,mobile,30,juillet,94,5,-1,0,inconnu,no
59,cadre,marié,primaire,non,3831,non,non,téléphone,30,juillet,87,4,-1,0,inconnu,no
60,retraité,divorcé,secondaire,non,1091,non,non,mobile,30,juillet,441,5,-1,0,inconnu,yes
47,technicien,marié,supérieur,non,0,oui,oui,mobile,30,juillet,89,2,-1,0,inconnu,no
53,indépendant,marié,primaire,non,4576,non,non,téléphone,30,juillet,82,2,-1,0,inconnu,no
29,domestique,marié,secondaire,non,1082,non,oui,mobile,30,juillet,77,4,-1,0,inconnu,no
52,ouvrier,célibataire,secondaire,non,359,oui,non,mobile,30,juillet,444,2,-1,0,inconnu,no
53,technicien,marié,secondaire,non,1389,non,non,téléphone,30,juillet,34,4,-1,0,inconnu,no
59,retraité,marié,secondaire,non,0,oui,non,mobile,30,juillet,73,4,-1,0,inconnu,no
42,ouvrier,marié,inconnu,non,-406,oui,non,mobile,30,juillet,152,5,-1,0,inconnu,no
56,retraité,divorcé,secondaire,non,1005,non,oui,mobile,30,juillet,69,4,-1,0,inconnu,no
37,ouvrier,célibataire,primaire,non,554,oui,non,mobile,30,juillet,74,3,-1,0,inconnu,no
44,sans emploi,marié,primaire,non,51,non,non,mobile,30,juillet,289,4,-1,0,inconnu,no
38,entrepreneur,marié,primaire,non,0,oui,non,mobile,30,juillet,172,4,-1,0,inconnu,no
44,ouvrier,marié,primaire,non,276,oui,non,mobile,30,juillet,535,2,-1,0,inconnu,no
31,cadre,marié,supérieur,non,18,oui,non,mobile,30,juillet,72,19,-1,0,inconnu,no
41,cadre,célibataire,inconnu,non,335,non,non,mobile,30,juillet,44,4,-1,0,inconnu,no
46,technicien,divorcé,secondaire,non,2862,oui,oui,mobile,30,juillet,132,3,-1,0,inconnu,no
41,service,marié,inconnu,oui,-1,non,oui,mobile,30,juillet,1171,4,-1,0,inconnu,yes
38,technicien,marié,secondaire,oui,238,non,non,mobile,30,juillet,376,8,-1,0,inconnu,no
44,administratif,marié,secondaire,non,1305,non,non,mobile,30,juillet,72,4,-1,0,inconnu,no
59,retraité,marié,secondaire,non,3414,non,non,téléphone,30,juillet,117,6,-1,0,inconnu,no
57,domestique,divorcé,primaire,non,3819,non,non,téléphone,30,juillet,1001,2,-1,0,inconnu,no
36,cadre,marié,supérieur,non,96,non,non,mobile,30,juillet,729,4,-1,0,inconnu,yes
58,sans emploi,célibataire,secondaire,non,1013,oui,non,mobile,30,juillet,341,5,-1,0,inconnu,no
35,administratif,divorcé,secondaire,non,0,non,non,mobile,30,juillet,186,6,-1,0,inconnu,no
41,ouvrier,divorcé,primaire,non,0,non,non,mobile,30,juillet,509,2,-1,0,inconnu,yes
52,indépendant,marié,secondaire,non,1498,oui,non,mobile,30,juillet,1078,11,-1,0,inconnu,no
53,service,marié,secondaire,non,1194,non,non,téléphone,30,juillet,166,4,-1,0,inconnu,no
51,technicien,marié,secondaire,oui,61,non,oui,téléphone,30,juillet,27,20,-1,0,inconnu,no
38,sans emploi,célibataire,secondaire,non,223,oui,non,mobile,30,juillet,698,4,-1,0,inconnu,no
35,cadre,marié,supérieur,non,648,non,non,mobile,30,juillet,674,2,-1,0,inconnu,no
55,cadre,célibataire,secondaire,non,1507,oui,non,mobile,30,juillet,114,3,-1,0,inconnu,no
50,entrepreneur,marié,secondaire,non,1011,oui,non,téléphone,30,juillet,340,2,-1,0,inconnu,no
40,technicien,marié,secondaire,non,286,non,non,mobile,30,juillet,106,4,-1,0,inconnu,no
46,indépendant,célibataire,primaire,non,2032,non,non,mobile,30,juillet,424,2,-1,0,inconnu,no
29,ouvrier,célibataire,supérieur,non,11310,oui,non,mobile,30,juillet,436,3,-1,0,inconnu,no
40,technicien,marié,secondaire,non,657,oui,non,mobile,30,juillet,159,2,-1,0,inconnu,no
50,ouvrier,divorcé,primaire,non,-333,non,oui,mobile,30,juillet,208,2,-1,0,inconnu,no
46,administratif,divorcé,supérieur,non,-363,non,oui,mobile,30,juillet,96,11,-1,0,inconnu,no
35,ouvrier,marié,primaire,non,0,oui,non,mobile,30,juillet,359,2,-1,0,inconnu,no
36,administratif,célibataire,secondaire,non,1328,non,non,mobile,30,juillet,69,9,-1,0,inconnu,no
53,sans emploi,célibataire,secondaire,non,4,non,non,mobile,30,juillet,259,3,-1,0,inconnu,no
48,ouvrier,marié,secondaire,non,-202,oui,oui,mobile,30,juillet,225,4,-1,0,inconnu,no
50,entrepreneur,marié,supérieur,non,230,non,non,téléphone,30,juillet,1089,4,-1,0,inconnu,yes
56,retraité,marié,primaire,non,152,oui,oui,mobile,30,juillet,65,7,-1,0,inconnu,no
40,entrepreneur,marié,secondaire,non,0,oui,non,mobile,30,juillet,106,23,-1,0,inconnu,no
43,indépendant,divorcé,primaire,non,0,non,non,mobile,30,juillet,266,6,-1,0,inconnu,no
44,domestique,marié,primaire,non,-156,non,oui,mobile,30,juillet,1211,2,-1,0,inconnu,yes
53,entrepreneur,marié,supérieur,non,1046,oui,oui,mobile,30,juillet,50,20,-1,0,inconnu,no
60,retraité,marié,primaire,non,0,non,non,téléphone,30,juillet,130,3,-1,0,inconnu,no
37,ouvrier,marié,primaire,non,11,non,non,téléphone,30,juillet,109,8,-1,0,inconnu,no
51,administratif,marié,secondaire,oui,-160,non,oui,mobile,30,juillet,118,4,-1,0,inconnu,no
59,cadre,marié,supérieur,non,1308,non,non,mobile,30,juillet,183,4,-1,0,inconnu,no
60,domestique,marié,primaire,non,726,non,oui,mobile,30,juillet,94,5,-1,0,inconnu,no
41,inconnu,marié,inconnu,non,779,non,non,mobile,30,juillet,647,10,-1,0,inconnu,no
32,service,marié,secondaire,non,-31,non,oui,téléphone,30,juillet,96,6,-1,0,inconnu,no
54,technicien,marié,secondaire,non,114,non,non,mobile,30,juillet,458,3,-1,0,inconnu,yes
41,service,marié,secondaire,non,1785,non,non,mobile,30,juillet,225,7,-1,0,inconnu,no
26,ouvrier,célibataire,secondaire,non,179,non,non,mobile,30,juillet,103,3,-1,0,inconnu,no
30,administratif,célibataire,secondaire,non,1223,oui,non,mobile,30,juillet,112,5,-1,0,inconnu,no
47,ouvrier,marié,primaire,non,269,oui,non,mobile,30,juillet,145,5,-1,0,inconnu,no
42,ouvrier,marié,secondaire,non,2374,non,non,mobile,30,juillet,143,2,-1,0,inconnu,no
33,ouvrier,marié,secondaire,non,328,oui,non,téléphone,30,juillet,216,9,-1,0,inconnu,no
30,technicien,marié,supérieur,non,-340,oui,oui,téléphone,30,juillet,156,8,-1,0,inconnu,no
34,cadre,célibataire,secondaire,non,356,oui,non,mobile,30,juillet,52,7,-1,0,inconnu,no
45,technicien,marié,secondaire,non,1841,oui,non,mobile,30,juillet,154,2,-1,0,inconnu,no
34,cadre,marié,supérieur,non,2892,oui,oui,mobile,30,juillet,1165,7,-1,0,inconnu,no
54,cadre,célibataire,secondaire,non,555,non,oui,mobile,30,juillet,117,11,-1,0,inconnu,no
36,technicien,divorcé,secondaire,non,664,oui,oui,mobile,30,juillet,266,4,-1,0,inconnu,no
35,ouvrier,célibataire,inconnu,non,217,oui,non,mobile,30,juillet,107,11,-1,0,inconnu,no
39,service,marié,secondaire,non,1116,oui,non,mobile,30,juillet,486,2,-1,0,inconnu,no
53,technicien,marié,secondaire,non,6671,oui,oui,mobile,30,juillet,72,9,-1,0,inconnu,no
40,administratif,divorcé,secondaire,non,4,non,non,mobile,30,juillet,63,3,-1,0,inconnu,no
37,étudiant,divorcé,supérieur,non,0,non,non,téléphone,30,juillet,100,6,-1,0,inconnu,no
42,sans emploi,célibataire,secondaire,non,2613,oui,non,mobile,30,juillet,174,6,-1,0,inconnu,no
25,administratif,marié,secondaire,non,242,oui,non,mobile,30,juillet,62,12,-1,0,inconnu,no
30,service,marié,secondaire,non,-176,oui,non,mobile,30,juillet,47,31,-1,0,inconnu,no
32,administratif,marié,secondaire,non,167,oui,non,mobile,30,juillet,103,6,-1,0,inconnu,no
55,ouvrier,célibataire,secondaire,non,197,non,non,mobile,30,juillet,95,6,-1,0,inconnu,no
58,cadre,marié,supérieur,non,591,oui,non,mobile,30,juillet,233,3,-1,0,inconnu,no
30,service,célibataire,secondaire,non,726,oui,oui,mobile,30,juillet,109,3,-1,0,inconnu,no
44,cadre,marié,secondaire,non,-665,non,non,mobile,30,juillet,342,3,-1,0,inconnu,no
27,domestique,marié,primaire,non,3,oui,oui,mobile,30,juillet,64,4,-1,0,inconnu,no
26,administratif,célibataire,secondaire,non,443,non,non,mobile,30,juillet,84,3,-1,0,inconnu,no
31,entrepreneur,marié,secondaire,non,1302,oui,non,mobile,30,juillet,89,3,-1,0,inconnu,no
50,cadre,marié,supérieur,non,398,non,non,téléphone,30,juillet,1567,5,-1,0,inconnu,no
33,administratif,marié,secondaire,non,0,oui,non,mobile,30,juillet,41,5,-1,0,inconnu,no
44,inconnu,célibataire,secondaire,non,2023,non,non,mobile,30,juillet,67,21,-1,0,inconnu,no
45,technicien,marié,secondaire,non,2922,non,non,mobile,30,juillet,153,3,-1,0,inconnu,no
60,domestique,marié,inconnu,non,15681,non,non,mobile,30,juillet,140,3,-1,0,inconnu,no
43,ouvrier,marié,secondaire,non,-179,oui,non,mobile,30,juillet,335,6,-1,0,inconnu,no
55,cadre,marié,supérieur,non,33,oui,non,mobile,30,juillet,246,3,-1,0,inconnu,no
35,sans emploi,célibataire,secondaire,non,0,non,non,mobile,30,juillet,740,3,-1,0,inconnu,no
38,cadre,marié,supérieur,non,-299,oui,non,mobile,30,juillet,86,3,-1,0,inconnu,no
46,retraité,marié,secondaire,non,119,non,oui,mobile,30,juillet,85,2,-1,0,inconnu,no
59,cadre,marié,supérieur,non,332,oui,oui,mobile,30,juillet,35,2,-1,0,inconnu,no
58,retraité,divorcé,supérieur,non,-1598,oui,non,mobile,30,juillet,104,7,-1,0,inconnu,no
52,cadre,divorcé,supérieur,non,147,non,non,mobile,30,juillet,90,4,-1,0,inconnu,no
44,ouvrier,divorcé,secondaire,non,221,non,non,mobile,30,juillet,149,13,-1,0,inconnu,no
55,entrepreneur,divorcé,secondaire,non,1553,non,non,mobile,30,juillet,85,3,-1,0,inconnu,no
55,indépendant,marié,primaire,non,2349,non,oui,téléphone,30,juillet,350,3,-1,0,inconnu,no
35,cadre,marié,supérieur,non,-468,oui,non,mobile,30,juillet,540,8,-1,0,inconnu,yes
30,administratif,célibataire,secondaire,non,330,non,oui,mobile,30,juillet,115,5,-1,0,inconnu,no
42,service,divorcé,secondaire,non,732,non,non,mobile,30,juillet,109,3,-1,0,inconnu,no
53,cadre,célibataire,supérieur,non,0,non,non,mobile,30,juillet,595,1,-1,0,inconnu,no
49,technicien,marié,secondaire,non,1712,oui,non,mobile,30,juillet,155,3,-1,0,inconnu,no
52,cadre,divorcé,supérieur,non,0,oui,oui,mobile,30,juillet,278,3,-1,0,inconnu,no
53,ouvrier,marié,secondaire,non,285,oui,oui,téléphone,30,juillet,242,4,-1,0,inconnu,no
35,ouvrier,marié,secondaire,non,3188,oui,non,mobile,30,juillet,288,3,-1,0,inconnu,no
54,sans emploi,divorcé,secondaire,non,3721,oui,non,mobile,30,juillet,163,1,-1,0,inconnu,no
58,cadre,marié,supérieur,non,230,oui,non,téléphone,30,juillet,339,10,-1,0,inconnu,no
60,retraité,marié,secondaire,non,194,non,oui,mobile,30,juillet,61,5,-1,0,inconnu,no
43,technicien,célibataire,secondaire,non,34,non,non,téléphone,30,juillet,29,1,-1,0,inconnu,no
41,service,divorcé,secondaire,non,97,non,non,mobile,30,juillet,244,3,-1,0,inconnu,no
53,retraité,marié,primaire,non,0,non,non,mobile,30,juillet,123,1,-1,0,inconnu,no
37,cadre,célibataire,supérieur,non,2173,non,non,mobile,30,juillet,352,1,-1,0,inconnu,no
56,cadre,divorcé,supérieur,non,66,non,oui,mobile,30,juillet,72,4,-1,0,inconnu,no
57,service,divorcé,secondaire,non,4664,non,non,mobile,30,juillet,103,1,-1,0,inconnu,no
31,technicien,divorcé,secondaire,non,-174,non,oui,mobile,30,juillet,113,10,-1,0,inconnu,no
57,ouvrier,marié,primaire,non,133,non,oui,mobile,30,juillet,173,4,-1,0,inconnu,no
44,indépendant,célibataire,secondaire,non,0,non,non,mobile,30,juillet,187,3,-1,0,inconnu,no
40,administratif,marié,secondaire,oui,-444,non,oui,téléphone,30,juillet,168,8,-1,0,inconnu,no
43,domestique,marié,primaire,non,410,oui,oui,mobile,30,juillet,50,2,-1,0,inconnu,no
51,domestique,marié,primaire,non,0,oui,non,téléphone,30,juillet,191,3,-1,0,inconnu,no
40,service,marié,secondaire,non,251,oui,non,mobile,30,juillet,153,6,-1,0,inconnu,no
59,cadre,célibataire,supérieur,non,1180,non,non,mobile,30,juillet,22,3,-1,0,inconnu,no
39,indépendant,célibataire,supérieur,non,3972,non,non,mobile,30,juillet,122,3,-1,0,inconnu,no
35,service,marié,secondaire,non,0,oui,non,mobile,30,juillet,251,3,-1,0,inconnu,no
26,ouvrier,célibataire,secondaire,non,856,oui,oui,mobile,30,juillet,95,5,-1,0,inconnu,no
58,ouvrier,marié,primaire,non,128,oui,non,téléphone,30,juillet,49,5,-1,0,inconnu,no
55,cadre,marié,supérieur,non,2366,oui,oui,mobile,30,juillet,94,4,-1,0,inconnu,no
55,sans emploi,marié,secondaire,non,2489,non,non,mobile,30,juillet,207,1,-1,0,inconnu,no
53,sans emploi,marié,secondaire,non,2248,oui,non,mobile,30,juillet,122,1,-1,0,inconnu,no
42,service,marié,inconnu,non,1340,non,oui,mobile,30,juillet,88,5,-1,0,inconnu,no
44,service,marié,secondaire,non,1326,non,non,mobile,30,juillet,96,1,-1,0,inconnu,no
40,indépendant,célibataire,supérieur,non,819,non,non,mobile,30,juillet,100,3,-1,0,inconnu,no
59,retraité,divorcé,secondaire,non,679,non,non,mobile,30,juillet,761,4,-1,0,inconnu,yes
45,technicien,divorcé,secondaire,non,167,non,non,mobile,30,juillet,97,11,-1,0,inconnu,no
46,sans emploi,divorcé,secondaire,non,0,non,non,mobile,30,juillet,638,3,-1,0,inconnu,no
40,ouvrier,marié,secondaire,non,384,non,oui,mobile,30,juillet,142,3,-1,0,inconnu,no
42,entrepreneur,marié,inconnu,non,206,oui,non,mobile,30,juillet,695,2,-1,0,inconnu,yes
45,cadre,marié,supérieur,non,1300,non,non,mobile,30,juillet,135,3,-1,0,inconnu,no
37,administratif,marié,inconnu,non,892,oui,non,mobile,30,juillet,269,17,-1,0,inconnu,no
57,retraité,divorcé,secondaire,non,39,oui,non,mobile,30,juillet,354,3,-1,0,inconnu,no
48,ouvrier,marié,secondaire,non,305,non,non,téléphone,30,juillet,169,3,-1,0,inconnu,no
56,service,marié,secondaire,non,5486,oui,non,mobile,30,juillet,251,3,-1,0,inconnu,no
27,cadre,célibataire,supérieur,non,1,oui,non,mobile,30,juillet,764,4,-1,0,inconnu,yes
46,entrepreneur,marié,secondaire,non,4000,non,non,mobile,30,juillet,251,3,-1,0,inconnu,no
60,domestique,marié,primaire,non,921,non,non,téléphone,30,juillet,23,15,-1,0,inconnu,no
46,technicien,marié,supérieur,non,16,non,non,mobile,30,juillet,121,3,-1,0,inconnu,no
48,administratif,marié,supérieur,non,1015,non,oui,téléphone,30,juillet,100,3,-1,0,inconnu,no
36,ouvrier,marié,secondaire,non,0,oui,non,mobile,30,juillet,184,6,-1,0,inconnu,no
36,administratif,marié,secondaire,non,251,non,non,mobile,30,juillet,180,7,-1,0,inconnu,no
30,indépendant,célibataire,supérieur,non,166,non,non,mobile,30,juillet,151,4,-1,0,inconnu,no
31,ouvrier,marié,secondaire,non,29,non,non,mobile,30,juillet,130,3,-1,0,inconnu,no
47,cadre,marié,supérieur,non,337,non,non,téléphone,30,juillet,300,5,-1,0,inconnu,no
